date,text,pos_tagged
2022-03-30 11:52:00,34만원 매도물량 36억을 한방에 해결,"[('34만원', 'Number'), ('매도', 'Noun'), ('물량', 'Noun'), ('36억', 'Number'), ('을', 'Foreign'), ('한', 'Determiner'), ('방', 'Noun'), ('에', 'Josa'), ('해결', 'Noun')]"
2022-03-30 10:47:00,34만 뚫으면,"[('34만', 'Number'), ('뚫으면', 'Verb')]"
2022-03-30 10:41:00,될껍니다,"[('될껍니', 'Noun'), ('다', 'Josa')]"
2022-03-30 10:32:00,네이버 뭐가 문제냐,"[('네이버', 'Noun'), ('뭐', 'Noun'), ('가', 'Josa'), ('문제', 'Noun'), ('냐', 'Josa')]"
2022-03-30 09:30:00,네이버 개잡주 40만 언제가노,"[('네이버', 'Noun'), ('개', 'Noun'), ('잡주', 'Verb'), ('40만', 'Number'), ('언', 'Modifier'), ('제', 'Modifier'), ('가노', 'Noun')]"
2022-03-30 10:17:00,네이버 개잡주 40만 언제가노,"[('네이버', 'Noun'), ('개', 'Noun'), ('잡주', 'Verb'), ('40만', 'Number'), ('언', 'Modifier'), ('제', 'Modifier'), ('가노', 'Noun')]"
2022-03-30 09:28:00,잡주네,"[('잡주네', 'Verb')]"
2022-03-30 09:23:00,앞으로는 제발 카카오형님 반이라도 따라가자,"[('앞', 'Noun'), ('으로는', 'Josa'), ('제발', 'Noun'), ('카카오', 'Noun'), ('형님', 'Noun'), ('반', 'Noun'), ('이라도', 'Josa'), ('따라가자', 'Verb')]"
2022-03-30 09:19:00,드럽게 올리기 싫은가보다,"[('드럽게', 'Adjective'), ('올', 'Modifier'), ('리기', 'Noun'), ('싫은가보다', 'Adjective')]"
2022-03-30 09:15:00,성탄절이 토요일 일요일일 월요일을 대체공휴일로 지정해주세요,"[('성탄절', 'Noun'), ('이', 'Josa'), ('토요일', 'Noun'), ('일요', 'Noun'), ('일일', 'Noun'), ('월요일', 'Noun'), ('을', 'Josa'), ('대체공휴일', 'Noun'), ('로', 'Josa'), ('지정', 'Noun'), ('해주세요', 'Verb')]"
2022-03-30 08:57:00,거 장난질이 심한거아녀,"[('거', 'Noun'), ('장난', 'Noun'), ('질', 'Noun'), ('이', 'Josa'), ('심한거', 'Adjective'), ('아녀', 'Adjective')]"
2022-03-30 08:54:00,네이버가 못올라가는건,"[('네이버', 'Noun'), ('가', 'Josa'), ('못', 'VerbPrefix'), ('올라가는건', 'Verb')]"
2022-03-30 03:55:00,오늘도,"[('오늘', 'Noun'), ('도', 'Josa')]"
2022-03-30 00:10:00,속보우크라 호재,"[('속', 'Modifier'), ('보우', 'Noun'), ('크라', 'Verb'), ('호재', 'Noun')]"
2022-03-29 20:06:00,주주관심없고 정치놀이만하나,"[('주', 'Modifier'), ('주', 'Modifier'), ('관심', 'Noun'), ('없고', 'Adjective'), ('정치', 'Noun'), ('놀이', 'Suffix'), ('만', 'Josa'), ('하나', 'Noun')]"
2022-03-29 19:32:00,지방선거,"[('지방선거', 'Noun')]"
2022-03-29 15:38:00,다른회사 최저임금 말할때,"[('다른', 'Modifier'), ('회사', 'Noun'), ('최저임금', 'Noun'), ('말', 'Noun'), ('할', 'Verb'), ('때', 'Noun')]"
2022-03-29 14:52:00,오늘종과는 35만원만하자,"[('오늘', 'Noun'), ('종', 'Noun'), ('과는', 'Josa'), ('35만원', 'Number'), ('만하자', 'Foreign')]"
2022-03-29 14:47:00,대표,"[('대표', 'Noun')]"
2022-03-29 14:09:00,이회사 액분한것도 모르는 애들 명단,"[('이', 'Determiner'), ('회사', 'Noun'), ('액', 'Noun'), ('분한것도', 'Adjective'), ('모르는', 'Verb'), ('애', 'Noun'), ('들', 'Suffix'), ('명단', 'Noun')]"
2022-03-29 13:59:00,사업은 남자가 하는거다,"[('사업', 'Noun'), ('은', 'Josa'), ('남자', 'Noun'), ('가', 'Josa'), ('하는거다', 'Verb')]"
2022-03-29 12:41:00,40만원 쯤,"[('40만원', 'Number'), ('쯤', 'Noun')]"
2022-03-29 13:03:00,40만원 쯤,"[('40만원', 'Number'), ('쯤', 'Noun')]"
2022-03-29 12:05:00,외국인 기관   쌍끌이 매수다,"[('외국인', 'Noun'), ('기관', 'Noun'), ('쌍끌이', 'Noun'), ('매수', 'Noun'), ('다', 'Josa')]"
2022-03-29 11:15:00,네이버야 힘내 넌,"[('네이버', 'Noun'), ('야', 'Josa'), ('힘내', 'Verb'), ('넌', 'Noun')]"
2022-03-29 11:04:00,주식 배당이 왜이럼,"[('주식', 'Noun'), ('배당', 'Noun'), ('이', 'Josa'), ('왜', 'Noun'), ('이럼', 'Adjective')]"
2022-03-29 10:59:00,간다,"[('간다', 'Noun')]"
2022-03-29 10:49:00,카카오다,"[('카카오', 'Noun'), ('다', 'Josa')]"
2022-03-29 10:28:00,투자참고바닥찍고V상승기관연기금연속매수,"[('투자', 'Noun'), ('참고', 'Noun'), ('바닥', 'Noun'), ('찍고', 'Verb'), ('V', 'Alpha'), ('상승', 'Noun'), ('기관', 'Noun'), ('연기금', 'Noun'), ('연속', 'Noun'), ('매수', 'Noun')]"
2022-03-29 10:06:00,주가 오르긴해요,"[('주가', 'Noun'), ('오르긴', 'Verb'), ('해', 'Noun'), ('요', 'Josa')]"
2022-03-29 10:02:00,꼬라지가,"[('꼬', 'Noun'), ('라지', 'Noun'), ('가', 'Josa')]"
2022-03-29 10:02:00,많이기다렸는대,"[('많이', 'Adverb'), ('기다렸는대', 'Verb')]"
2022-03-29 10:00:00,게이버 99000원 아가리 쫘아아아아어아어오우,"[('게이', 'Noun'), ('버', 'Noun'), ('99000원', 'Number'), ('아가리', 'Noun'), ('쫘', 'Noun'), ('아아', 'Noun'), ('아아', 'Noun'), ('어', 'Suffix'), ('아', 'Josa'), ('어', 'Noun'), ('오우', 'Noun')]"
2022-03-29 09:47:00,현 대표가 있는 네이버는 답,"[('현', 'Noun'), ('대표', 'Noun'), ('가', 'Josa'), ('있는', 'Adjective'), ('네이버', 'Noun'), ('는', 'Josa'), ('답', 'Noun')]"
2022-03-29 09:56:00,현 대표가 있는 네이버는 답,"[('현', 'Noun'), ('대표', 'Noun'), ('가', 'Josa'), ('있는', 'Adjective'), ('네이버', 'Noun'), ('는', 'Josa'), ('답', 'Noun')]"
2022-03-29 09:31:00,최대표,"[('최', 'Noun'), ('대표', 'Noun')]"
2022-03-29 09:29:00,네이버대표 교체는 빠를수록 좋다,"[('네이버', 'Noun'), ('대표', 'Noun'), ('교체', 'Noun'), ('는', 'Josa'), ('빠를수록', 'Adjective'), ('좋다', 'Adjective')]"
2022-03-29 09:21:00,오늘은 기필코 장대 양봉으로 마무리한다,"[('오늘', 'Noun'), ('은', 'Josa'), ('기필코', 'Noun'), ('장대', 'Noun'), ('양봉', 'Noun'), ('으로', 'Josa'), ('마무리', 'Noun'), ('한다', 'Verb')]"
2022-03-29 09:18:00,개잡주 네이버 안들어간다,"[('개', 'Noun'), ('잡주', 'Verb'), ('네이버', 'Noun'), ('안', 'VerbPrefix'), ('들어간다', 'Verb')]"
2022-03-29 09:09:00,빨리 돌려놓으라고,"[('빨리', 'Adverb'), ('돌려놓으라고', 'Verb')]"
2022-03-29 09:09:00,성탄절이 토요일 일요일일 월요일을 대체공휴일로 지정해주세요,"[('성탄절', 'Noun'), ('이', 'Josa'), ('토요일', 'Noun'), ('일요', 'Noun'), ('일일', 'Noun'), ('월요일', 'Noun'), ('을', 'Josa'), ('대체공휴일', 'Noun'), ('로', 'Josa'), ('지정', 'Noun'), ('해주세요', 'Verb')]"
2022-03-29 08:48:00,가즈아,"[('가즈', 'Noun'), ('아', 'Josa')]"
2022-03-29 08:26:00,네이버 345 털고 나오니 돈번거 같네,"[('네이버', 'Noun'), ('345', 'Number'), ('털고', 'Verb'), ('나오니', 'Noun'), ('돈번거', 'Noun'), ('같네', 'Adjective')]"
2022-03-29 03:29:00,민주당 지지자의 하루,"[('민주당', 'Noun'), ('지지자', 'Noun'), ('의', 'Josa'), ('하루', 'Noun')]"
2022-03-29 00:31:00,해외에서 성과내야만 올라간단다,"[('해외', 'Noun'), ('에서', 'Josa'), ('성과', 'Noun'), ('내야', 'Noun'), ('만', 'Josa'), ('올라간단다', 'Verb')]"
2022-03-28 21:34:00,유럽은 러시아 빼고,"[('유럽', 'Noun'), ('은', 'Josa'), ('러시아', 'Noun'), ('빼고', 'Verb')]"
2022-03-28 21:00:00,에혀,"[('에혀', 'Noun')]"
2022-03-28 20:58:00,이마트랑 똑같은 운명,"[('이마트', 'Noun'), ('랑', 'Josa'), ('똑같은', 'Adjective'), ('운명', 'Noun')]"
2022-03-28 19:25:00,네이버 로스트아크 라이브18만명봄,"[('네이버', 'Noun'), ('로스트', 'Noun'), ('아크', 'Noun'), ('라이브', 'Noun'), ('18만', 'Number'), ('명봄', 'Foreign')]"
2022-03-28 19:00:00,다른회사 투자유치 지분은 매입은 공격적,"[('다른', 'Modifier'), ('회사', 'Noun'), ('투자', 'Noun'), ('유치', 'Noun'), ('지', 'Modifier'), ('분', 'Noun'), ('은', 'Josa'), ('매입', 'Noun'), ('은', 'Josa'), ('공격', 'Noun'), ('적', 'Suffix')]"
2022-03-28 18:52:00,서연이화 팩트 2021년 특허등록 180개,"[('서연', 'Noun'), ('이화', 'Noun'), ('팩트', 'Noun'), ('2021년', 'Number'), ('특허', 'Noun'), ('등록', 'Noun'), ('180', 'Number'), ('개', 'Noun')]"
2022-03-28 18:18:00,그동안 참아왔는데,"[('그동안', 'Noun'), ('참아', 'Verb'), ('왔는데', 'Verb')]"
2022-03-28 19:33:00,삭제된 게시물의 답글갭메우러 빨리와라,"[('삭제', 'Noun'), ('된', 'Verb'), ('게시', 'Noun'), ('물의', 'Noun'), ('답글', 'Noun'), ('갭', 'Verb'), ('메우러', 'Verb'), ('빨리', 'Adverb'), ('와라', 'Verb')]"
2022-03-28 17:43:00,카카오 보고 배우라고 여러번 얘기했다,"[('카카오', 'Noun'), ('보고', 'Noun'), ('배우', 'Noun'), ('라고', 'Josa'), ('여러', 'Modifier'), ('번', 'Noun'), ('얘기', 'Noun'), ('했다', 'Verb')]"
2022-03-28 17:18:00,락앤락 무료 텀블러 받으셨나요,"[('락앤락', 'Noun'), ('무료', 'Noun'), ('텀블러', 'Noun'), ('받으셨나요', 'Verb')]"
2022-03-28 16:50:00,오늘 회동 하잖아,"[('오늘', 'Noun'), ('회', 'Noun'), ('동', 'Modifier'), ('하잖아', 'Verb')]"
2022-03-28 16:31:00,방통위같은 포탈규제 시작될것,"[('방통위', 'Noun'), ('같은', 'Adjective'), ('포탈', 'Noun'), ('규제', 'Noun'), ('시작', 'Noun'), ('될것', 'Verb')]"
2022-03-28 16:28:00,오늘은,"[('오늘', 'Noun'), ('은', 'Josa')]"
2022-03-28 15:32:00,카카오는 보합,"[('카카오', 'Noun'), ('는', 'Josa'), ('보합', 'Noun')]"
2022-03-28 15:18:00,이쯤이면 네이버 불매운동햐야하나,"[('이쯤', 'Noun'), ('이면', 'Noun'), ('네이버', 'Noun'), ('불매운동', 'Noun'), ('햐', 'Noun'), ('야', 'Josa'), ('하나', 'Noun')]"
2022-03-28 15:16:00,빨리 빨간 불로 가자,"[('빨리', 'Adverb'), ('빨간', 'Adjective'), ('불로', 'Noun'), ('가자', 'Verb')]"
2022-03-28 14:53:00,그냥 사둬,"[('그냥', 'Noun'), ('사', 'Modifier'), ('둬', 'Modifier')]"
2022-03-28 14:50:00,자사주 매입촉구,"[('자', 'Noun'), ('사주', 'Noun'), ('매입', 'Noun'), ('촉구', 'Noun')]"
2022-03-28 14:50:00,이번년도 목표주가 45만원,"[('이번', 'Noun'), ('년도', 'Noun'), ('목표', 'Noun'), ('주가', 'Noun'), ('45만원', 'Number')]"
2022-03-28 14:48:00,삭제된 게시물의 답글구조대 오는 기간 알려준다 고마우면 추천눌러,"[('삭제', 'Noun'), ('된', 'Verb'), ('게시', 'Noun'), ('물의', 'Noun'), ('답글', 'Noun'), ('구조대', 'Noun'), ('오는', 'Verb'), ('기간', 'Noun'), ('알려', 'Verb'), ('준다', 'Verb'), ('고마우면', 'Adjective'), ('추천', 'Noun'), ('눌러', 'Verb')]"
2022-03-28 13:49:00,털어,"[('털어', 'Verb')]"
2022-03-28 13:18:00,네이버 종목토론방 삭제 이슈,"[('네이버', 'Noun'), ('종목', 'Noun'), ('토론', 'Noun'), ('방', 'Noun'), ('삭제', 'Noun'), ('이슈', 'Noun')]"
2022-03-28 12:54:00,니들이 망한 이유,"[('니', 'Noun'), ('들', 'Suffix'), ('이', 'Josa'), ('망한', 'Adjective'), ('이유', 'Noun')]"
2022-03-28 12:32:00,대표는 머하나,"[('대표', 'Noun'), ('는', 'Josa'), ('머', 'Noun'), ('하나', 'Noun')]"
2022-03-28 12:27:00,일하다 코스피 양전보고 들와봤더만,"[('일', 'Noun'), ('하다', 'Verb'), ('코스피', 'Noun'), ('양', 'Modifier'), ('전', 'Modifier'), ('보고', 'Noun'), ('들와', 'Verb'), ('봤', 'Verb'), ('더', 'Noun'), ('만', 'Josa')]"
2022-03-28 12:26:00,종토방도 개판이구만,"[('종', 'Noun'), ('토방', 'Noun'), ('도', 'Josa'), ('개판', 'Noun'), ('이구만', 'Josa')]"
2022-03-28 12:25:00,카카오가 오를땐,"[('카카오', 'Noun'), ('가', 'Josa'), ('오를', 'Verb'), ('땐', 'Noun')]"
2022-03-28 12:20:00,개잡주,"[('개', 'Noun'), ('잡주', 'Verb')]"
2022-03-28 11:55:00,대표,"[('대표', 'Noun')]"
2022-03-28 11:28:00,이제는 상한가로 출발하자,"[('이제', 'Noun'), ('는', 'Josa'), ('상한', 'Noun'), ('가로', 'Noun'), ('출발', 'Noun'), ('하자', 'Verb')]"
2022-03-28 11:26:00,싸물으세요,"[('싸', 'VerbPrefix'), ('물으세요', 'Verb')]"
2022-03-28 11:18:00,네이버는 욕도 아깝더라왜냐면,"[('네이버', 'Noun'), ('는', 'Josa'), ('욕', 'Noun'), ('도', 'Josa'), ('아깝더라', 'Adjective'), ('왜냐면', 'Noun')]"
2022-03-28 11:12:00,성탄절이 토요일 일요일일 월요일을 대체공휴일로 지정해주세요,"[('성탄절', 'Noun'), ('이', 'Josa'), ('토요일', 'Noun'), ('일요', 'Noun'), ('일일', 'Noun'), ('월요일', 'Noun'), ('을', 'Josa'), ('대체공휴일', 'Noun'), ('로', 'Josa'), ('지정', 'Noun'), ('해주세요', 'Verb')]"
2022-03-28 10:56:00,경계 경계 경계,"[('경계', 'Noun'), ('경계', 'Noun'), ('경계', 'Noun')]"
2022-03-28 10:46:00,네이버 vs 라인,"[('네이버', 'Noun'), ('vs', 'Alpha'), ('라인', 'Noun')]"
2022-03-28 10:44:00,전국평단자랑 빠빠빠 빠빠빠빠,"[('전국', 'Noun'), ('평단', 'Noun'), ('자랑', 'Noun'), ('빠빠빠', 'Noun'), ('빠빠빠', 'Noun'), ('빠', 'Noun')]"
2022-03-28 10:43:00,손절하고 싶은데,"[('손', 'Noun'), ('절하', 'Noun'), ('고', 'Josa'), ('싶은데', 'Verb')]"
2022-03-28 10:28:00,말잘듣는 대표 어린거 앉혀서 구워 삶아드실 계획였군,"[('말', 'Noun'), ('잘', 'VerbPrefix'), ('듣는', 'Verb'), ('대표', 'Noun'), ('어린거', 'Verb'), ('앉혀서', 'Verb'), ('구워', 'Verb'), ('삶아', 'Verb'), ('드실', 'Verb'), ('계획', 'Noun'), ('였군', 'Verb')]"
2022-03-28 10:37:00,말잘듣는 대표 어린거 앉혀서 구워 삶아드실 계획였군,"[('말', 'Noun'), ('잘', 'VerbPrefix'), ('듣는', 'Verb'), ('대표', 'Noun'), ('어린거', 'Verb'), ('앉혀서', 'Verb'), ('구워', 'Verb'), ('삶아', 'Verb'), ('드실', 'Verb'), ('계획', 'Noun'), ('였군', 'Verb')]"
2022-03-28 10:25:00,나랑 투자할사람,"[('나', 'Noun'), ('랑', 'Josa'), ('투자', 'Noun'), ('할', 'Verb'), ('사람', 'Noun')]"
2022-03-28 10:07:00,대표,"[('대표', 'Noun')]"
2022-03-28 09:48:00,단 하루도 기분 좋게 시작해서 좋게 마무리 날이,"[('단', 'Noun'), ('하루', 'Noun'), ('도', 'Josa'), ('기분', 'Noun'), ('좋게', 'Adjective'), ('시작', 'Noun'), ('해서', 'Verb'), ('좋게', 'Adjective'), ('마무리', 'Noun'), ('날', 'Noun'), ('이', 'Josa')]"
2022-03-28 09:28:00,욕 먹으면서도 20개월전부터 개미들은 절대로 네이버 사지 마라고 수십번 얘기했다,"[('욕', 'Noun'), ('먹으면서도', 'Verb'), ('20', 'Number'), ('개월전', 'Noun'), ('부터', 'Josa'), ('개미', 'Noun'), ('들', 'Suffix'), ('은', 'Josa'), ('절대로', 'Noun'), ('네이버', 'Noun'), ('사지', 'Noun'), ('마', 'Noun'), ('라고', 'Josa'), ('수십', 'Modifier'), ('번', 'Noun'), ('얘기', 'Noun'), ('했다', 'Verb')]"
2022-03-28 09:27:00,네또속 네또속,"[('네', 'Determiner'), ('또속', 'Noun'), ('네', 'Determiner'), ('또속', 'Noun')]"
2022-03-28 09:26:00,미쳤냐 게이버 새끼들,"[('미쳤냐', 'Adjective'), ('게이', 'Noun'), ('버', 'Noun'), ('새끼', 'Noun'), ('들', 'Suffix')]"
2022-03-28 09:25:00,최수연  평단 얼마냐,"[('최수연', 'Noun'), ('평단', 'Noun'), ('얼마', 'Noun'), ('냐', 'Josa')]"
2022-03-28 09:21:00,남편이 하는말씀들,"[('남편', 'Noun'), ('이', 'Josa'), ('하는', 'Verb'), ('말씀', 'Noun'), ('들', 'Suffix')]"
2022-03-28 09:20:00,오늘29만 간다,"[('오늘', 'Noun'), ('29만', 'Number'), ('간다', 'Noun')]"
2022-03-28 09:19:00,30만에 매수로 혼내준다,"[('30만', 'Number'), ('에', 'Foreign'), ('매수', 'Noun'), ('로', 'Josa'), ('혼내준다', 'Verb')]"
2022-03-28 09:14:00,행님들 아침에 빵 시켜 먹을 사용하셔,"[('행', 'Noun'), ('님', 'Suffix'), ('들', 'Verb'), ('아침', 'Noun'), ('에', 'Josa'), ('빵', 'Noun'), ('시켜', 'Verb'), ('먹을', 'Verb'), ('사용', 'Noun'), ('하셔', 'Verb')]"
2022-03-28 09:13:00,구버전,"[('구', 'Modifier'), ('버전', 'Noun')]"
2022-03-28 09:12:00,네이버만 이러냐,"[('네이버', 'Noun'), ('만', 'Josa'), ('이러냐', 'Verb')]"
2022-03-28 09:12:00,주식이 걸레수준이야,"[('주식', 'Noun'), ('이', 'Josa'), ('걸레', 'Noun'), ('수준', 'Noun'), ('이야', 'Josa')]"
2022-03-28 09:12:00,민주당에서,"[('민주당', 'Noun'), ('에서', 'Josa')]"
2022-03-28 09:07:00,대표 추진력얼마나없어보이면,"[('대표', 'Noun'), ('추진', 'Noun'), ('력', 'Suffix'), ('얼마나', 'Noun'), ('없어', 'Adjective'), ('보이', 'Noun'), ('면', 'Josa')]"
2022-03-28 09:06:00,허수아비 대표,"[('허수아비', 'Noun'), ('대표', 'Noun')]"
2022-03-28 09:05:00,아니진짜  원점이네,"[('아니', 'Adjective'), ('진짜', 'Noun'), ('원점', 'Noun'), ('이네', 'Josa')]"
2022-03-28 09:02:00,거버넌스를 위한 노력,"[('거버넌스', 'Noun'), ('를', 'Josa'), ('위', 'Noun'), ('한', 'Josa'), ('노력', 'Noun')]"
2022-03-28 09:02:00,에구 힘드네,"[('에구', 'Exclamation'), ('힘드네', 'Adjective')]"
2022-03-28 09:02:00,네이버가 전쟁하냐,"[('네이버', 'Noun'), ('가', 'Josa'), ('전쟁', 'Noun'), ('하냐', 'Verb')]"
2022-03-28 08:58:00,가즈아,"[('가즈', 'Noun'), ('아', 'Josa')]"
2022-03-28 01:55:00,2100년 갱상도 독립을 꿈꾸며,"[('2100년', 'Number'), ('갱', 'Noun'), ('상도', 'Noun'), ('독립', 'Noun'), ('을', 'Josa'), ('꿈꾸며', 'Verb')]"
2022-03-28 01:06:00,LOL,"[('LOL', 'Alpha')]"
2022-03-28 00:00:00,하산길로 접어든 미선물,"[('하산', 'Noun'), ('길', 'Noun'), ('로', 'Josa'), ('접어든', 'Verb'), ('미', 'Adjective'), ('선물', 'Noun')]"
2022-03-27 21:19:00,삭제된 게시물의 답글야이 좌파 빨갱이 폭도들아,"[('삭제', 'Noun'), ('된', 'Verb'), ('게시', 'Noun'), ('물의', 'Noun'), ('답글', 'Noun'), ('야', 'Josa'), ('이', 'Determiner'), ('좌파', 'Noun'), ('빨갱이', 'Noun'), ('폭도', 'Noun'), ('들', 'Suffix'), ('아', 'Josa')]"
2022-03-27 18:58:00,속보 네이버 쇼핑 품절 대란,"[('속보', 'Noun'), ('네이버', 'Noun'), ('쇼핑', 'Noun'), ('품절', 'Noun'), ('대란', 'Noun')]"
2022-03-27 18:34:00,속보,"[('속보', 'Noun')]"
2022-03-27 16:29:00,인적분할,"[('인적', 'Noun'), ('분할', 'Noun')]"
2022-03-27 15:49:00,뉴스러시아전쟁 끝내면 제재 해제,"[('뉴스', 'Noun'), ('러시아', 'Noun'), ('전쟁', 'Noun'), ('끝내면', 'Verb'), ('제재', 'Noun'), ('해제', 'Noun')]"
2022-03-27 13:50:00,해도해도너무한다,"[('해도', 'Noun'), ('해도', 'Verb'), ('너무한다', 'Adjective')]"
2022-03-27 09:47:00,뉴스,"[('뉴스', 'Noun')]"
2022-03-27 04:53:00,3,"[('3', 'Number')]"
2022-03-27 01:52:00,구버전 종료,"[('구', 'Modifier'), ('버전', 'Noun'), ('종료', 'Noun')]"
2022-03-26 23:09:00,네이버 무증,"[('네이버', 'Noun'), ('무증', 'Noun')]"
2022-03-26 20:24:00,대표,"[('대표', 'Noun')]"
2022-03-26 18:29:00,속보 네이버 투자 NAVER D2SF 에듀테크 스타트업 아티피셜소사이어티,"[('속보', 'Noun'), ('네이버', 'Noun'), ('투자', 'Noun'), ('NAVER', 'Alpha'), ('D', 'Alpha'), ('2', 'Number'), ('SF', 'Alpha'), ('에듀', 'Noun'), ('테크', 'Noun'), ('스타트업', 'Noun'), ('아티', 'Noun'), ('피셜', 'Noun'), ('소사이어티', 'Noun')]"
2022-03-26 16:33:00,탄핵시키고 홍카형님 세우자,"[('탄핵', 'Noun'), ('시키고', 'Verb'), ('홍카', 'Noun'), ('형님', 'Noun'), ('세우자', 'Verb')]"
2022-03-26 13:48:00,삭제된 게시물의 답글대표가 저런게 되었노,"[('삭제', 'Noun'), ('된', 'Verb'), ('게시', 'Noun'), ('물의', 'Noun'), ('답글', 'Noun'), ('대표', 'Noun'), ('가', 'Josa'), ('저런', 'Noun'), ('게', 'Josa'), ('되었노', 'Verb')]"
2022-03-26 13:50:00,삭제된 게시물의 답글무당 사이비 손바닥왕 부동시면제자 검새가 왕이 됐으니 나라꼴이 걱정이다,"[('삭제', 'Noun'), ('된', 'Verb'), ('게시', 'Noun'), ('물의', 'Noun'), ('답글', 'Noun'), ('무당', 'Noun'), ('사이비', 'Noun'), ('손바닥', 'Noun'), ('왕', 'Suffix'), ('부동', 'Noun'), ('시', 'Modifier'), ('면제', 'Noun'), ('자', 'Suffix'), ('검새', 'Noun'), ('가', 'Josa'), ('왕', 'Noun'), ('이', 'Josa'), ('됐으니', 'Verb'), ('나라', 'Noun'), ('꼴', 'Noun'), ('이', 'Josa'), ('걱정', 'Noun'), ('이다', 'Josa')]"
2022-03-26 11:15:00,빨리 매도하시길,"[('빨리', 'Adverb'), ('매도', 'Noun'), ('하시길', 'Verb')]"
2022-03-26 09:51:00,네이버가 떨어질 없는 이유,"[('네이버', 'Noun'), ('가', 'Josa'), ('떨어질', 'Verb'), ('없는', 'Adjective'), ('이유', 'Noun')]"
2022-03-26 09:30:00,네이버의 목표는 현실에 안주 거고 카카오의 목표는 미래를 개척해 나가는 거고,"[('네이버', 'Noun'), ('의', 'Josa'), ('목표', 'Noun'), ('는', 'Josa'), ('현실', 'Noun'), ('에', 'Josa'), ('안주', 'Noun'), ('거고', 'Eomi'), ('카카오', 'Noun'), ('의', 'Josa'), ('목표', 'Noun'), ('는', 'Josa'), ('미래', 'Noun'), ('를', 'Josa'), ('개척', 'Noun'), ('해', 'Verb'), ('나가는', 'Verb'), ('거고', 'Eomi')]"
2022-03-26 08:56:00,구글은 1년동안 38 올랐는데,"[('구글', 'Noun'), ('은', 'Josa'), ('1년', 'Number'), ('동안', 'Foreign'), ('38', 'Number'), ('올랐는데', 'Verb')]"
2022-03-26 07:10:00,주가부양 촉구합니다,"[('주가', 'Noun'), ('부양', 'Noun'), ('촉구', 'Noun'), ('합니다', 'Verb')]"
2022-03-26 05:26:00,주가 관리 부탁해요 CEO 님,"[('주가', 'Noun'), ('관리', 'Noun'), ('부탁', 'Noun'), ('해요', 'Verb'), ('CEO', 'Alpha'), ('님', 'Suffix')]"
2022-03-26 06:20:00,주가 관리 부탁해요 CEO 님,"[('주가', 'Noun'), ('관리', 'Noun'), ('부탁', 'Noun'), ('해요', 'Verb'), ('CEO', 'Alpha'), ('님', 'Suffix')]"
